Sample.ID,latitude_north,longitude_east,site,crop,crop_group
S_0506,37.7108,140.3903,Fukushima,Spinach,Vegetables
S_0507,37.7108,140.3903,Fukushima,Spinach,Vegetables
S_0508,37.7108,140.3903,Fukushima,Spinach,Vegetables
S_0509,37.7108,140.3903,Fukushima,Spinach,Vegetables
S_0510,37.7108,140.3903,Fukushima,Spinach,Vegetables
S_0511,37.7108,140.3903,Fukushima,Spinach,Vegetables
S_0512,37.7108,140.3903,Fukushima,Spinach,Vegetables
S_0513,37.7108,140.3903,Fukushima,Spinach,Vegetables
S_0514,37.7108,140.3903,Fukushima,Spinach,Vegetables
S_0515,37.7108,140.3903,Fukushima,Spinach,Vegetables
S_0516,37.7108,140.3903,Fukushima,Spinach,Vegetables
S_0517,37.7108,140.3903,Fukushima,Spinach,Vegetables
S_0518,37.7108,140.3903,Fukushima,Spinach,Vegetables
S_0519,37.7108,140.3903,Fukushima,Spinach,Vegetables
S_0520,37.7108,140.3903,Fukushima,Spinach,Vegetables
S_0521,37.7103,140.3914,Fukushima,Komatsuna,Vegetables
S_0522,37.7103,140.3914,Fukushima,Komatsuna,Vegetables
S_0523,37.7103,140.3914,Fukushima,Komatsuna,Vegetables
S_0524,37.7103,140.3914,Fukushima,Spinach,Vegetables
S_0525,37.7108,140.3903,Fukushima,Spinach,Vegetables
S_0526,37.7108,140.3903,Fukushima,Spinach,Vegetables
S_0527,37.7108,140.3903,Fukushima,Spinach,Vegetables
S_0528,37.7108,140.3903,Fukushima,Spinach,Vegetables
S_0529,37.7103,140.3914,Fukushima,Komatsuna,Vegetables
S_0530,37.7103,140.3914,Fukushima,Komatsuna,Vegetables
S_0531,37.7103,140.3914,Fukushima,Komatsuna,Vegetables
S_0532,37.7103,140.3914,Fukushima,Komatsuna,Vegetables
S_0533,37.7103,140.3914,Fukushima,Komatsuna,Vegetables
S_0534,37.7103,140.3914,Fukushima,Komatsuna,Vegetables
S_0535,37.7103,140.3914,Fukushima,Komatsuna,Vegetables
S_0536,37.7103,140.3914,Fukushima,Komatsuna,Vegetables
S_0537,37.7103,140.3914,Fukushima,Komatsuna,Vegetables
S_0538,37.7103,140.3914,Fukushima,Komatsuna,Vegetables
S_0539,37.7103,140.3914,Fukushima,Komatsuna,Vegetables
S_0540,37.7103,140.3914,Fukushima,Komatsuna,Vegetables
S_0541,37.7103,140.3914,Fukushima,Komatsuna,Vegetables
S_0542,37.7103,140.3914,Fukushima,Komatsuna,Vegetables
S_0543,37.7103,140.3914,Fukushima,Komatsuna,Vegetables
S_0544,37.7103,140.3914,Fukushima,Komatsuna,Vegetables
S_0545,37.7108,140.3903,Fukushima,Spinach,Vegetables
S_0546,37.7108,140.3903,Fukushima,Spinach,Vegetables
S_0547,37.7108,140.3903,Fukushima,Spinach,Vegetables
S_0548,37.7108,140.3903,Fukushima,Komatsuna,Vegetables
S_0549,37.7103,140.3914,Fukushima,Komatsuna,Vegetables
S_0550,37.7103,140.3914,Fukushima,Komatsuna,Vegetables
S_0551,37.7103,140.3914,Fukushima,Komatsuna,Vegetables
S_0552,37.7103,140.3914,Fukushima,Komatsuna,Vegetables
S_0553,37.7108,140.3903,Fukushima,Spinach,Vegetables
S_0554,37.7108,140.3903,Fukushima,Spinach,Vegetables
S_0555,37.7108,140.3903,Fukushima,Spinach,Vegetables
S_0556,37.7108,140.3903,Fukushima,Spinach,Vegetables
S_0557,37.7108,140.3903,Fukushima,Spinach,Vegetables
S_0558,37.7108,140.3903,Fukushima,Spinach,Vegetables
S_0559,37.7108,140.3903,Fukushima,Spinach,Vegetables
S_0560,37.7108,140.3903,Fukushima,Spinach,Vegetables
S_0561,37.7108,140.3903,Fukushima,Spinach,Vegetables
S_0562,37.7108,140.3903,Fukushima,Spinach,Vegetables
S_0563,37.7108,140.3903,Fukushima,Spinach,Vegetables
S_0564,37.7108,140.3903,Fukushima,Spinach,Vegetables
S_0565,37.7108,140.3903,Fukushima,Spinach,Vegetables
S_0566,37.7108,140.3903,Fukushima,Spinach,Vegetables
S_0567,37.7108,140.3903,Fukushima,Spinach,Vegetables
S_0568,37.7108,140.3903,Fukushima,Spinach,Vegetables
S_0569,37.7103,140.3914,Fukushima,Komatsuna,Vegetables
S_0570,37.7103,140.3914,Fukushima,Komatsuna,Vegetables
S_0571,37.7103,140.3914,Fukushima,Komatsuna,Vegetables
S_0572,37.7103,140.3914,Fukushima,Spinach,Vegetables
S_0573,37.7108,140.3903,Fukushima,Spinach,Vegetables
S_0574,37.7108,140.3903,Fukushima,Spinach,Vegetables
S_0575,37.7108,140.3903,Fukushima,Spinach,Vegetables
S_0576,37.7108,140.3903,Fukushima,Spinach,Vegetables
S_0577,37.7103,140.3914,Fukushima,Komatsuna,Vegetables
S_0578,37.7103,140.3914,Fukushima,Komatsuna,Vegetables
S_0579,37.7103,140.3914,Fukushima,Komatsuna,Vegetables
S_0580,37.7103,140.3914,Fukushima,Komatsuna,Vegetables
S_0581,37.7103,140.3914,Fukushima,Komatsuna,Vegetables
S_0582,37.7103,140.3914,Fukushima,Komatsuna,Vegetables
S_0583,37.7103,140.3914,Fukushima,Komatsuna,Vegetables
S_0584,37.7103,140.3914,Fukushima,Komatsuna,Vegetables
S_0585,36.5853,138.2208,Nagano_City,Celery,Vegetables
S_0586,36.5853,138.2208,Nagano_City,Celery,Vegetables
S_0587,36.5853,138.2208,Nagano_City,Celery,Vegetables
S_0588,36.5853,138.2208,Nagano_City,Celery,Vegetables
S_0589,36.5853,138.2208,Nagano_City,Celery,Vegetables
S_0590,36.5853,138.2208,Nagano_City,Celery,Vegetables
S_0591,36.5853,138.2208,Nagano_City,Celery,Vegetables
S_0592,36.5853,138.2208,Nagano_City,Komatsuna,Vegetables
S_0593,36.5853,138.2208,Nagano_City,Celery,Vegetables
S_0594,36.5853,138.2208,Nagano_City,Celery,Vegetables
S_0595,36.5853,138.2208,Nagano_City,Celery,Vegetables
S_0596,36.5853,138.2208,Nagano_City,Celery,Vegetables
S_0597,36.5853,138.2208,Nagano_City,Celery,Vegetables
S_0598,36.5853,138.2208,Nagano_City,Celery,Vegetables
S_0599,36.5853,138.2208,Nagano_City,Celery,Vegetables
S_0600,36.5853,138.2208,Nagano_City,Celery,Vegetables
S_0601,36.1044,137.9333,Shiojiri_City,Celery,Vegetables
S_0602,36.1044,137.9333,Shiojiri_City,Celery,Vegetables
S_0603,36.1044,137.9333,Shiojiri_City,Celery,Vegetables
S_0604,36.1044,137.9333,Shiojiri_City,Celery,Vegetables
S_0605,36.1044,137.9333,Shiojiri_City,Celery,Vegetables
S_0606,36.1044,137.9333,Shiojiri_City,Celery,Vegetables
S_0607,36.5853,138.2208,Nagano_City,Celery,Vegetables
S_0608,36.5853,138.2208,Nagano_City,Celery,Vegetables
S_0609,35.3511,139.2814,"Kanagawa_pref._agriculture_center,_before_transplanting",Radish,Vegetables
S_0610,35.3511,139.2814,"Kanagawa_pref._agriculture_center,_before_transplanting",Celery,Vegetables
S_0611,36.1044,137.9333,Shiojiri_City,Celery,Vegetables
S_0612,36.1044,137.9333,Shiojiri_City,Celery,Vegetables
S_0613,36.1044,137.9333,Shiojiri_City,Celery,Vegetables
S_0614,36.1044,137.9333,Shiojiri_City,Celery,Vegetables
S_0615,36.1044,137.9333,Shiojiri_City,Celery,Vegetables
S_0616,36.1044,137.9333,Shiojiri_City,Celery,Vegetables
S_0617,35.3511,139.2814,"Kanagawa_pref._agriculture_center,_before_transplanting",Radish,Vegetables
S_0618,35.3511,139.2814,"Kanagawa_pref._agriculture_center,_before_transplanting",Radish,Vegetables
S_0619,35.3511,139.2814,"Kanagawa_pref._agriculture_center,_before_transplanting",Radish,Vegetables
S_0620,35.3511,139.2814,"Kanagawa_pref._agriculture_center,_before_transplanting",Radish,Vegetables
S_0621,35.3511,139.2814,"Kanagawa_pref._agriculture_center,_before_transplanting",Radish,Vegetables
S_0622,35.3511,139.2814,"Kanagawa_pref._agriculture_center,_before_transplanting",Radish,Vegetables
S_0623,35.3511,139.2814,"Kanagawa_pref._agriculture_center,_before_transplanting",Radish,Vegetables
S_0624,35.3511,139.2814,"Kanagawa_pref._agriculture_center,_before_transplanting",Radish,Vegetables
S_0625,35.3511,139.2814,"Kanagawa_pref._agriculture_center,_before_transplanting",Radish,Vegetables
S_0626,35.3511,139.2814,"Kanagawa_pref._agriculture_center,_before_transplanting",Radish,Vegetables
S_0627,35.3511,139.2814,"Kanagawa_pref._agriculture_center,_before_transplanting",Radish,Vegetables
S_0628,35.3511,139.2814,"Kanagawa_pref._agriculture_center,_before_transplanting",Radish,Vegetables
S_0629,35.3511,139.2814,"Kanagawa_pref._agriculture_center,_before_transplanting",Radish,Vegetables
S_0630,35.3511,139.2814,"Kanagawa_pref._agriculture_center,_before_transplanting",Radish,Vegetables
S_0631,35.3511,139.2814,"Kanagawa_pref._agriculture_center,_before_transplanting",Radish,Vegetables
S_0632,35.3511,139.2814,"Kanagawa_pref._agriculture_center,_before_transplanting",Radish,Vegetables
S_0640,36.0278,140.1003,"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)",Radish,Vegetables
S_0657,35.3,135.25,"aono,_ayabe,_KYOTO",Spinach,Vegetables
S_0658,35.3,135.25,"aono,_ayabe,_KYOTO",Spinach,Vegetables
S_0659,35.3,135.25,"aono,_ayabe,_KYOTO",Spinach,Vegetables
S_0660,35.3,135.25,"aono,_ayabe,_KYOTO",Spinach,Vegetables
S_0661,35.3,135.25,"aono,_ayabe,_KYOTO",Spinach,Vegetables
S_0662,35.3,135.25,"aono,_ayabe,_KYOTO",Spinach,Vegetables
S_0663,35.3,135.25,"aono,_ayabe,_KYOTO",Spinach,Vegetables
S_0665,35.3,135.25,"aono,_ayabe,_KYOTO",Spinach,Vegetables
S_0666,35.3,135.25,"aono,_ayabe,_KYOTO",Spinach,Vegetables
S_0667,35.3,135.25,"aono,_ayabe,_KYOTO",Spinach,Vegetables
S_0668,35.3,135.25,"aono,_ayabe,_KYOTO",Spinach,Vegetables
S_0669,35.3,135.25,"aono,_ayabe,_KYOTO",Spinach,Vegetables
S_0670,35.3,135.25,"aono,_ayabe,_KYOTO",Spinach,Vegetables
S_0671,35.3,135.25,"aono,_ayabe,_KYOTO",Spinach,Vegetables
S_0672,35.3,135.25,"aono,_ayabe,_KYOTO",Spinach,Vegetables
S_0673,35.3,135.25,"aono,_ayabe,_KYOTO",Onion,Vegetables
S_0674,35.3,135.25,"aono,_ayabe,_KYOTO",Onion,Vegetables
S_0675,35.3,135.25,"aono,_ayabe,_KYOTO",Onion,Vegetables
S_0676,35.3,135.25,"aono,_ayabe,_KYOTO",Onion,Vegetables
S_0677,35.3,135.25,"aono,_ayabe,_KYOTO",Onion,Vegetables
S_0678,35.3,135.25,"aono,_ayabe,_KYOTO",Spinach,Vegetables
S_0679,35.3,135.25,"aono,_ayabe,_KYOTO",Spinach,Vegetables
S_0680,35.3,135.25,"aono,_ayabe,_KYOTO",Spinach,Vegetables
S_0686,35.3,135.25,"aono,_ayabe,_KYOTO",Onion,Vegetables
S_0687,35.3,135.25,"aono,_ayabe,_KYOTO",Onion,Vegetables
S_0688,35.3,135.25,"aono,_ayabe,_KYOTO",Onion,Vegetables
S_0689,36.0161,140.1069,Tsukuba,Cabbage,Vegetables
S_0690,36.0161,140.1069,Tsukuba,Cabbage,Vegetables
S_0691,36.0161,140.1069,Tsukuba,Cabbage,Vegetables
S_0692,36.0161,140.1069,Tsukuba,Cabbage,Vegetables
S_0693,36.0161,140.1069,Tsukuba,Cabbage,Vegetables
S_0694,36.0161,140.1069,Tsukuba,Cabbage,Vegetables
S_0697,36.0161,140.1069,Tsukuba,Cabbage,Vegetables
S_0698,36.0161,140.1069,Tsukuba,Cabbage,Vegetables
S_0699,36.0161,140.1069,Tsukuba,Cabbage,Vegetables
S_0700,36.0161,140.1069,Tsukuba,Cabbage,Vegetables
S_0701,36.0161,140.1069,Tsukuba,Cabbage,Vegetables
S_0702,36.0161,140.1069,Tsukuba,Cabbage,Vegetables
S_0703,36.0161,140.1069,Tsukuba,Cabbage,Vegetables
S_0704,36.0161,140.1069,Tsukuba,Cabbage,Vegetables
S_0705,36.0161,140.1069,Tsukuba,Cabbage,Vegetables
S_0706,36.0161,140.1069,Tsukuba,Cabbage,Vegetables
S_0707,36.0161,140.1069,Tsukuba,Cabbage,Vegetables
S_0708,36.0161,140.1069,Tsukuba,Cabbage,Vegetables
S_0709,36.0161,140.1069,Tsukuba,Cabbage,Vegetables
S_0710,36.0161,140.1069,Tsukuba,Cabbage,Vegetables
S_0711,36.0161,140.1069,Tsukuba,Cabbage,Vegetables
S_0712,36.0161,140.1069,Tsukuba,Cabbage,Vegetables
S_0713,34.6311,136.4903,Matsuzaka,Cabbage,Vegetables
S_0714,34.6311,136.4903,Matsuzaka,Cabbage,Vegetables
S_0715,34.6311,136.4903,Matsuzaka,Cabbage,Vegetables
S_0716,34.6311,136.4903,Matsuzaka,Cabbage,Vegetables
S_0717,34.6311,136.4903,Matsuzaka,Cabbage,Vegetables
S_0718,34.6311,136.4903,Matsuzaka,Cabbage,Vegetables
S_0719,36.0161,140.1069,Tsukuba,Cabbage,Vegetables
S_0720,36.0161,140.1069,Tsukuba,Cabbage,Vegetables
S_0721,36.4925,138.4925,Tsumagoi,Cabbage,Vegetables
S_0722,36.4925,138.4925,Tsumagoi,Cabbage,Vegetables
S_0723,36.5086,138.4808,Tsumagoi,Cabbage,Vegetables
S_0724,36.5086,138.4808,Tsumagoi,Cabbage,Vegetables
S_0725,34.6311,136.4903,Matsuzaka,Cabbage,Vegetables
S_0726,34.6311,136.4903,Matsuzaka,Cabbage,Vegetables
S_0727,34.6311,136.4903,Matsuzaka,Cabbage,Vegetables
S_0728,34.6311,136.4903,Matsuzaka,Cabbage,Vegetables
S_0729,36.0294,140.1036,Tsukuba,Cabbage,Vegetables
S_0730,36.0294,140.1036,Tsukuba,Cabbage,Vegetables
S_0731,36.0294,140.1036,Tsukuba,Cabbage,Vegetables
S_0732,36.0294,140.1036,Tsukuba,Cabbage,Vegetables
S_0733,36.4925,138.4925,Tsumagoi,Cabbage,Vegetables
S_0734,36.4925,138.4925,Tsumagoi,Cabbage,Vegetables
S_0735,36.4925,138.4925,Tsumagoi,Cabbage,Vegetables
S_0736,36.4925,138.4925,Tsumagoi,Cabbage,Vegetables
S_0737,39.5808,140.1969,Akita,Cabbage,Vegetables
S_0738,34.6311,136.4903,Matsuzaka,Cabbage,Vegetables
S_0739,34.6311,136.4903,Matsuzaka,Cabbage,Vegetables
S_0740,34.6311,136.4903,Matsuzaka,Cabbage,Vegetables
S_0741,36.0294,140.1036,Tsukuba,Cabbage,Vegetables
S_0742,36.0294,140.1036,Tsukuba,Cabbage,Vegetables
S_0743,36.0294,140.1036,Tsukuba,Cabbage,Vegetables
S_0744,36.0294,140.1036,Tsukuba,Cabbage,Vegetables
S_0745,34.7508,137.4381,Toyohashi,Cabbage,Vegetables
S_0746,34.7508,137.4381,Toyohashi,Cabbage,Vegetables
S_0747,40.3056,141.3981,Karumai,Cabbage,Vegetables
S_0748,40.3056,141.3981,Karumai,Cabbage,Vegetables
S_0749,40.3056,141.3981,Karumai,Cabbage,Vegetables
S_0750,39.5808,140.1969,Akita,Cabbage,Vegetables
S_0751,39.5808,140.1969,Akita,Cabbage,Vegetables
S_0752,39.5808,140.1969,Akita,Cabbage,Vegetables
S_0753,34.7508,137.4381,Toyohashi,Cabbage,Vegetables
S_0754,34.7508,137.4381,Toyohashi,Cabbage,Vegetables
S_0755,34.7508,137.4381,Toyohashi,Cabbage,Vegetables
S_0756,34.7508,137.4381,Toyohashi,Cabbage,Vegetables
S_0757,34.7508,137.4381,Toyohashi,Cabbage,Vegetables
S_0758,34.7508,137.4381,Toyohashi,Cabbage,Vegetables
S_0759,34.7508,137.4381,Toyohashi,Cabbage,Vegetables
S_0760,34.7508,137.4381,Toyohashi,Cabbage,Vegetables
S_0761,35.2036,139.6264,Yokosuka,Cabbage,Vegetables
S_0762,35.2036,139.6264,Yokosuka,Cabbage,Vegetables
S_0763,35.2036,139.6264,Yokosuka,Cabbage,Vegetables
S_0764,34.7489,137.4311,Toyohashi,Cabbage,Vegetables
S_0765,34.7489,137.4311,Toyohashi,Cabbage,Vegetables
S_0766,34.7489,137.4311,Toyohashi,Cabbage,Vegetables
S_0767,34.7489,137.4311,Toyohashi,Cabbage,Vegetables
S_0768,34.7489,137.4311,Toyohashi,Cabbage,Vegetables
S_0769,36.4925,138.4925,Yokosuka,Cabbage,Vegetables
S_0770,35.2033,139.6314,Yokosuka,Cabbage,Vegetables
S_0771,35.2033,139.6314,Yokosuka,Cabbage,Vegetables
S_0772,35.2033,139.6314,Yokosuka,Cabbage,Vegetables
S_0773,35.2033,139.6314,Yokosuka,Cabbage,Vegetables
S_0774,35.2033,139.6314,Yokosuka,Cabbage,Vegetables
S_0775,35.2036,139.6264,Yokosuka,Cabbage,Vegetables
S_0776,35.2036,139.6264,Yokosuka,Cabbage,Vegetables
S_0780,40.6356,140.3678,Hirosaki_1,Cabbage,Vegetables
S_0781,36.4925,138.4925,Yokosuka,Cabbage,Vegetables
S_0782,36.4925,138.4925,Yokosuka,Cabbage,Vegetables
S_0783,36.4925,138.4925,Yokosuka,Cabbage,Vegetables
S_0784,36.4925,138.4925,Yokosuka,Cabbage,Vegetables
S_0793,36.5853,138.2208,Nagano_City,Celery,Vegetables
S_0801,36.5853,138.2208,Nagano_City,Celery,Vegetables
S_0802,36.5853,138.2208,Nagano_City,Celery,Vegetables
S_0803,36.5853,138.2208,Nagano_City,Celery,Vegetables
S_0804,36.5853,138.2208,Nagano_City,Celery,Vegetables
S_0805,36.5853,138.2208,Nagano_City,Celery,Vegetables
S_0806,36.5853,138.2208,Nagano_City,Celery,Vegetables
S_0807,36.5853,138.2208,Nagano_City,Celery,Vegetables
S_0808,36.5853,138.2208,Nagano_City,Celery,Vegetables
S_0809,36.5853,138.2208,Nagano_City,Celery,Vegetables
S_0810,36.5853,138.2208,Nagano_City,Celery,Vegetables
S_0811,36.5853,138.2208,Nagano_City,Celery,Vegetables
S_0812,36.5853,138.2208,Nagano_City,Celery,Vegetables
S_0813,36.5853,138.2208,Nagano_City,Celery,Vegetables
S_0814,36.5853,138.2208,Nagano_City,Celery,Vegetables
S_0815,36.5853,138.2208,Nagano_City,Celery,Vegetables
S_0816,36.5853,138.2208,Nagano_City,Celery,Vegetables
S_0817,36.2639,138.0067,Matsumoto_City,Celery,Vegetables
S_0818,36.2639,138.0067,Matsumoto_City,Celery,Vegetables
S_0819,36.2839,137.9808,Matsumoto_City,Celery,Vegetables
S_0820,36.2839,137.9808,Matsumoto_City,Celery,Vegetables
S_0821,36.2847,137.9717,Matsumoto_City,Celery,Vegetables
S_0822,36.2847,137.9717,Matsumoto_City,Celery,Vegetables
S_0823,36.2797,137.9747,Matsumoto_City,Celery,Vegetables
S_0824,36.2797,137.9747,Matsumoto_City,Celery,Vegetables
S_0825,37.7108,140.3903,Fukushima,Spinach,Vegetables
S_0826,37.7108,140.3903,Fukushima,Spinach,Vegetables
S_0827,37.7108,140.3903,Fukushima,Spinach,Vegetables
S_0828,37.7108,140.3903,Fukushima,Spinach,Vegetables
S_0829,37.7108,140.3903,Fukushima,Spinach,Vegetables
S_0830,37.7108,140.3903,Fukushima,Spinach,Vegetables
S_0831,37.7108,140.3903,Fukushima,Celery,Vegetables
S_0832,35.9867,138.2258,"Hara_Village,_Suwa_District",Celery,Vegetables
S_0833,37.7108,140.3903,Fukushima,Spinach,Vegetables
S_0834,37.7108,140.3903,Fukushima,Spinach,Vegetables
S_0835,37.7108,140.3903,Fukushima,Spinach,Vegetables
S_0836,37.7108,140.3903,Fukushima,Spinach,Vegetables
S_0837,37.7108,140.3903,Fukushima,Spinach,Vegetables
S_0838,37.7108,140.3903,Fukushima,Spinach,Vegetables
S_0839,37.7108,140.3903,Fukushima,Spinach,Vegetables
S_0840,37.7108,140.3903,Fukushima,Spinach,Vegetables
S_0841,37.7108,140.3903,Fukushima,Spinach,Vegetables
S_0842,37.7108,140.3903,Fukushima,Spinach,Vegetables
S_0843,37.7108,140.3903,Fukushima,Spinach,Vegetables
S_0844,37.7108,140.3903,Fukushima,Spinach,Vegetables
S_0845,37.7108,140.3903,Fukushima,Spinach,Vegetables
S_0846,37.7108,140.3903,Fukushima,Spinach,Vegetables
S_0847,37.7108,140.3903,Fukushima,Spinach,Vegetables
S_0848,37.7108,140.3903,Fukushima,Spinach,Vegetables
S_0849,37.7108,140.3903,Fukushima,Spinach,Vegetables
S_0850,37.7108,140.3903,Fukushima,Spinach,Vegetables
S_0851,37.7108,140.3903,Fukushima,Spinach,Vegetables
S_0852,37.7108,140.3903,Fukushima,Spinach,Vegetables
S_0853,37.7108,140.3903,Fukushima,Spinach,Vegetables
S_0854,37.7108,140.3903,Fukushima,Spinach,Vegetables
S_0855,37.7108,140.3903,Fukushima,Spinach,Vegetables
S_0856,37.7108,140.3903,Fukushima,Spinach,Vegetables
S_0857,37.7108,140.3903,Fukushima,Spinach,Vegetables
S_0858,37.7108,140.3903,Fukushima,Spinach,Vegetables
S_0859,37.7108,140.3903,Fukushima,Spinach,Vegetables
S_0860,37.7108,140.3903,Fukushima,Spinach,Vegetables
S_0861,37.7108,140.3903,Fukushima,Spinach,Vegetables
S_0862,37.7108,140.3903,Fukushima,Spinach,Vegetables
S_0863,37.7108,140.3903,Fukushima,Spinach,Vegetables
S_0864,37.7108,140.3903,Fukushima,Spinach,Vegetables
S_0865,37.7108,140.3903,Fukushima,Spinach,Vegetables
S_0866,37.7108,140.3903,Fukushima,Spinach,Vegetables
S_0867,37.7108,140.3903,Fukushima,Spinach,Vegetables
S_0868,37.7108,140.3903,Fukushima,Spinach,Vegetables
S_0869,37.7108,140.3903,Fukushima,Spinach,Vegetables
S_0870,37.7108,140.3903,Fukushima,Spinach,Vegetables
S_0871,37.7108,140.3903,Fukushima,Spinach,Vegetables
S_0872,37.7108,140.3903,Fukushima,Spinach,Vegetables
S_0873,37.7103,140.3914,Fukushima,Komatsuna,Vegetables
S_0874,37.7103,140.3914,Fukushima,Komatsuna,Vegetables
S_0875,37.7103,140.3914,Fukushima,Komatsuna,Vegetables
S_0876,37.7103,140.3914,Fukushima,Komatsuna,Vegetables
S_0877,37.7103,140.3914,Fukushima,Komatsuna,Vegetables
S_0878,37.7103,140.3914,Fukushima,Komatsuna,Vegetables
S_0879,37.7103,140.3914,Fukushima,Spinach,Vegetables
S_0880,37.7108,140.3903,Fukushima,Spinach,Vegetables
S_0881,37.7103,140.3914,Fukushima,Komatsuna,Vegetables
S_0882,37.7103,140.3914,Fukushima,Komatsuna,Vegetables
S_0883,37.7103,140.3914,Fukushima,Komatsuna,Vegetables
S_0884,37.7103,140.3914,Fukushima,Komatsuna,Vegetables
S_0885,37.7103,140.3914,Fukushima,Komatsuna,Vegetables
S_0886,37.7103,140.3914,Fukushima,Komatsuna,Vegetables
S_0887,37.7103,140.3914,Fukushima,Komatsuna,Vegetables
S_0888,37.7103,140.3914,Fukushima,Komatsuna,Vegetables
S_0889,37.7103,140.3914,Fukushima,Komatsuna,Vegetables
S_0890,37.7103,140.3914,Fukushima,Komatsuna,Vegetables
S_0891,37.7103,140.3914,Fukushima,Komatsuna,Vegetables
S_0892,37.7103,140.3914,Fukushima,Komatsuna,Vegetables
S_0893,37.7103,140.3914,Fukushima,Komatsuna,Vegetables
S_0894,37.7103,140.3914,Fukushima,Komatsuna,Vegetables
S_0895,37.7103,140.3914,Fukushima,Komatsuna,Vegetables
S_0896,37.7103,140.3914,Fukushima,Komatsuna,Vegetables
S_0897,37.7103,140.3914,Fukushima,Komatsuna,Vegetables
S_0898,37.7103,140.3914,Fukushima,Komatsuna,Vegetables
S_0899,37.7103,140.3914,Fukushima,Komatsuna,Vegetables
S_0900,37.7103,140.3914,Fukushima,Komatsuna,Vegetables
S_0901,37.7103,140.3914,Fukushima,Komatsuna,Vegetables
S_0902,37.7103,140.3914,Fukushima,Komatsuna,Vegetables
S_0903,37.7103,140.3914,Fukushima,Komatsuna,Vegetables
S_0904,37.7103,140.3914,Fukushima,Komatsuna,Vegetables
S_0905,35.3511,139.2814,"Kanagawa_pref._agriculture_center,_before_transplanting",Radish,Vegetables
S_0906,35.3511,139.2814,"Kanagawa_pref._agriculture_center,_before_transplanting",Radish,Vegetables
S_0907,35.3511,139.2814,"Kanagawa_pref._agriculture_center,_before_transplanting",Komatsuna,Vegetables
S_0908,37.7103,140.3914,Fukushima,Komatsuna,Vegetables
S_0909,37.7103,140.3914,Fukushima,Komatsuna,Vegetables
S_0910,37.7103,140.3914,Fukushima,Komatsuna,Vegetables
S_0911,37.7103,140.3914,Fukushima,Komatsuna,Vegetables
S_0912,37.7103,140.3914,Fukushima,Komatsuna,Vegetables
S_0913,35.3511,139.2814,"Kanagawa_pref._agriculture_center,_before_transplanting",Radish,Vegetables
S_0914,35.3511,139.2814,"Kanagawa_pref._agriculture_center,_before_transplanting",Radish,Vegetables
S_0915,35.3511,139.2814,"Kanagawa_pref._agriculture_center,_before_transplanting",Radish,Vegetables
S_0916,35.3511,139.2814,"Kanagawa_pref._agriculture_center,_before_transplanting",Radish,Vegetables
S_0917,35.3511,139.2814,"Kanagawa_pref._agriculture_center,_before_transplanting",Radish,Vegetables
S_0918,35.3511,139.2814,"Kanagawa_pref._agriculture_center,_before_transplanting",Radish,Vegetables
S_0919,35.3511,139.2814,"Kanagawa_pref._agriculture_center,_before_transplanting",Radish,Vegetables
S_0920,35.3511,139.2814,"Kanagawa_pref._agriculture_center,_before_transplanting",Radish,Vegetables
S_0921,35.3511,139.2814,"Kanagawa_pref._agriculture_center,_before_transplanting",Radish,Vegetables
S_0922,35.3511,139.2814,"Kanagawa_pref._agriculture_center,_before_transplanting",Radish,Vegetables
S_0923,35.3511,139.2814,"Kanagawa_pref._agriculture_center,_before_transplanting",Radish,Vegetables
S_0924,35.3511,139.2814,"Kanagawa_pref._agriculture_center,_before_transplanting",Radish,Vegetables
S_0925,35.3511,139.2814,"Kanagawa_pref._agriculture_center,_before_transplanting",Radish,Vegetables
S_0926,35.3511,139.2814,"Kanagawa_pref._agriculture_center,_before_transplanting",Radish,Vegetables
S_0927,35.3511,139.2814,"Kanagawa_pref._agriculture_center,_before_transplanting",Radish,Vegetables
S_0928,35.3511,139.2814,"Kanagawa_pref._agriculture_center,_before_transplanting",Radish,Vegetables
S_0929,35.3511,139.2814,"Kanagawa_pref._agriculture_center,_before_transplanting",Radish,Vegetables
S_0930,35.3511,139.2814,"Kanagawa_pref._agriculture_center,_before_transplanting",Radish,Vegetables
S_0931,35.3511,139.2814,"Kanagawa_pref._agriculture_center,_before_transplanting",Radish,Vegetables
S_0932,35.3511,139.2814,"Kanagawa_pref._agriculture_center,_before_transplanting",Radish,Vegetables
S_0933,35.3511,139.2814,"Kanagawa_pref._agriculture_center,_before_transplanting",Radish,Vegetables
S_0934,35.3511,139.2814,"Kanagawa_pref._agriculture_center,_before_transplanting",Radish,Vegetables
S_0935,35.3511,139.2814,"Kanagawa_pref._agriculture_center,_before_transplanting",Radish,Vegetables
S_0936,35.3511,139.2814,"Kanagawa_pref._agriculture_center,_before_transplanting",Radish,Vegetables
S_0937,35.3511,139.2814,"Kanagawa_pref._agriculture_center,_before_transplanting",Radish,Vegetables
S_0938,35.3511,139.2814,"Kanagawa_pref._agriculture_center,_before_transplanting",Radish,Vegetables
S_0939,35.3511,139.2814,"Kanagawa_pref._agriculture_center,_before_transplanting",Radish,Vegetables
S_0940,35.3511,139.2814,"Kanagawa_pref._agriculture_center,_before_transplanting",Radish,Vegetables
